Cal. year / month,Material Group,Calendar Day,Material,Brand,Sales Office,Sales District,Sold-to party,Acounts,Ship-To Party,Customer group 1,SalesValue,SalesQty,FocQty,Total Qty(Ea)
7.2022,ASTRA ZENECA,7/25/2022,M360203,BRILINTA 60G TAB 56'S,MPC Dubai Sales Off,Sharjah,79153,ZULEKHA MEDICINE & MEDICAL EQUIP.,79153,Private,"1,451.76 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Deira Dubai,79749,MED X PHARMACY LLC  - NADAL HAMAR B,79749,Private,"1,468.74 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Bur Dubai,19413,ALPHAMED DRUG STORE,19413,Private,0.00 AED,0.000 EA,,0.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Bur Dubai,71423,PREMIER PHY DUBAI (L.G.),71423,Private,"1,713.53 AED",7.000 EA,,7.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Sharjah,99423,HALA PHARMACY LLC BR 33 (L.G),99423,Private,734.37 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Dubai Sales Off,Deira Dubai,49789,DR.SULAIMAN AL HABIB HOSPITAL FZ LL,49789,Private,208.92 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350765,FORXIGA 5MG TABS OF 28S,MPC Dubai Sales Off,Ajman,123671,GRAND ALEMAN PHARMACY L.L.C,123671,Private,208.92 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350765,FORXIGA 5MG TABS OF 28S,MPC Abudhabi Off,Abu Dhabi,69653,AL MUWAILIH PHARMACY - AUH,69653,Private,208.92 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Dubai,120598,PHARMA ZONE PHARMACY D I P L.L.C,120598,Private,120.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Deira Dubai,1515,AL TAWAR PHY -DEIRA,1515,Private,24.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Sharjah,57559,ANAS PHARMACY SHJ,57559,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Sharjah,110660,MODERN AL RIQQA PHARMACY - SHARJAH,110660,Private,96.24 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Sharjah-Dhaid,48204,AL DHAID PHARMACY - DHAID,48204,Private,48.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Fujairah,10046,AL SAFEER PHARMACY - FUJAIRAH,10046,Private,24.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Ras Al Khaima,78314,OXYGEN PHARMACY LLC,78314,Private,144.36 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,91563,AL WAHDA MEDICAL STORE,91563,Private,"12,030.00 AED",500.000 EA,,500.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Al Ain,43401,DEWAN PHARMACY AL-AIN,43401,Private,48.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,120317,SRR PHARMACY LLC,120317,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,1417,AL MAJLIS PHY-DEIRA,1417,Private,126.60 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,1517,TARIQ PHY-(AL QUSAIS)(L.G),1517,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,8336,MALAK PHY - DEIRA (DXB),8336,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,71422,PRISTINE PHY B.DXB(L.G),71422,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,303.84 AED,24.000 EA,,24.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,90889,LIFE AL MIZHAR FIRST PHY-(L.G),90889,Private,63.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,20807,IBN ROSHD PHY - DXB,20807,Private,303.84 AED,24.000 EA,,24.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,97005,LIFE PHARMACY 10 (L.G),97005,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,110160,LIFE PHARMACY N K MALL (L.G),110160,Private,63.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,112395,LIFE PHARMACY 20 ( L.G. ),112395,Private,63.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,112860,LIFE PHARMACY 21 (L.G),112860,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,114585,LIFE PHARMACY 46 (L.G),114585,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,57559,ANAS PHARMACY SHJ,57559,Private,126.60 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,72530,WAJEAT AL KHOOR PHY SHJ(L.G),72530,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,75868,ALPHA AL WAHDA PHARMACY LLC - SHJ,75868,Private,151.92 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,115329,1277 HALA PHARMACYLLC.BR51(L.G),115329,Private,-37.98 AED,-3.000 EA,,-3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,120344,HALA PHARMACY LLC - BR 56 (L.G),120344,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah-Dhaid,48204,AL DHAID PHARMACY - DHAID,48204,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Fujairah,10046,AL SAFEER PHARMACY - FUJAIRAH,10046,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Umm Al Quwain,60495,AL AFLAJ PHARMACY LLC -MED7,60495,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Abudhabi Off,Abu Dhabi,83563,HEALTH POINT PHARMACY LLC - AUH,83563,Private,151.92 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Abudhabi Off,Abu Dhabi,120345,LIFE PHARMACY LLC BRANCH 42,120345,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Abudhabi Off,Abu Dhabi,120351,LIFE PHARMACY LLC BRANCH 44,120351,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Abudhabi Off,Abu Dhabi,123068,LIFE PHARMACY LLC BRANCH 16 - BRANC,123068,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350800,INDERAL 40MG TABS 50,MPC Abudhabi Off,Al Ain,87277,BANGALDESH PHARMACY LLC- AL AIN,87277,Private,126.60 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Deira Dubai,1515,AL TAWAR PHY -DEIRA,1515,Private,40.14 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Deira Dubai,79749,MED X PHARMACY LLC  - NADAL HAMAR B,79749,Private,"1,605.60 AED",40.000 EA,,40.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Bur Dubai,76641,REAL 3 PHY B:DXB(L.G),76641,Private,120.42 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Bur Dubai,77693,NEW MOTOR CITY PHARMACY-(L.G),77693,Private,40.14 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Bur Dubai,96642,LIFE PHARMACY 8 (L.G.),96642,Private,40.14 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Bur Dubai,97005,LIFE PHARMACY 10 (L.G),97005,Private,80.28 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Sharjah,106335,KHOR KALBA PHARMACY LLC,106335,Private,40.14 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Sharjah,110530,HALA PHARMACY BRANCH 28 (L.G),110530,Private,40.14 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Ajman,106187,NASSER PHARMACY - L.L.C,106187,Private,40.14 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Dubai Sales Off,Ajman,123671,GRAND ALEMAN PHARMACY L.L.C,123671,Private,120.42 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Abudhabi Off,Abu Dhabi,426,PHARMA LIGHT MEDICAL STORE LLC,426,Private,"24,084.00 AED",600.000 EA,,600.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Abudhabi Off,Abu Dhabi,55215,BABIL PHARMACY - AUH,55215,Private,401.40 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350813,NOLVADEX 10 MG TABS OF 30,MPC Abudhabi Off,Al Ain,177,KHALEEJ PHY-AL AIN,177,Private,481.68 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Dubai,85769,LIFE AL RIQQA PHY LLC-(L.G),85769,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,76641,REAL 3 PHY B:DXB(L.G),76641,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,77693,NEW MOTOR CITY PHARMACY-(L.G),77693,Private,712.66 AED,13.000 EA,,13.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,96642,LIFE PHARMACY 8 (L.G.),96642,Private,164.46 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,99699,J B R LIFE PHARMACY 2 (L.G),99699,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Dubai Sales Off,Bur Dubai,107341,LIFE PHARMACY DUSSELDORF (L.G),107341,Private,54.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Abudhabi Off,Abu Dhabi,120352,LIFE PHARMACY LLC BRANCH OF DUBAI,120352,Private,274.10 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350815,NOLVADEX'D 20MG TABS INTAG F/C 3 X 10'S,MPC Abudhabi Off,Abu Dhabi,123068,LIFE PHARMACY LLC BRANCH 16 - BRANC,123068,Private,109.64 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350818,KOMBIGLYZE XR 2.5/1000 TAB 60#S,MPC Abudhabi Off,Abu Dhabi,91563,AL WAHDA MEDICAL STORE,91563,Private,"1,632.10 AED",10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350821,KOMBIGLYZE XR 5/500 TAB 30#S,MPC Dubai Sales Off,Sharjah,79153,ZULEKHA MEDICINE & MEDICAL EQUIP.,79153,Private,"2,282.85 AED",15.000 EA,,15.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350821,KOMBIGLYZE XR 5/500 TAB 30#S,MPC Dubai Sales Off,Ras Al Khaima,78314,OXYGEN PHARMACY LLC,78314,Private,152.19 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"1,519.20 AED",40.000 EA,,40.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Bur Dubai,20807,IBN ROSHD PHY - DXB,20807,Private,75.96 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Sharjah,75868,ALPHA AL WAHDA PHARMACY LLC - SHJ,75868,Private,113.94 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350826,TENORMIN 100MG TABS 28,MPC Dubai Sales Off,Sharjah,81135,AL AQSA PHY LLC SHARJAH-(FAITH G),81135,Private,75.96 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350826,TENORMIN 100MG TABS 28,MPC Abudhabi Off,Abu Dhabi,91563,AL WAHDA MEDICAL STORE,91563,Private,"5,697.00 AED",150.000 EA,,150.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,8031,BAIT AL SHIFAA PHARMACY LTD,1000000969,Private,162.00 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,43613,AMAAN PHARMACY - DOCIB GP,43613,Private,81.00 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,202.50 AED,15.000 EA,,15.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Bur Dubai,57257,NAKHEEL PHARMACY B.DXB,57257,Private,54.00 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah,14007,ABU SHAGHARA PHARMACY - SHJ,14007,Private,-81.00 AED,-6.000 EA,,-6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah,57559,ANAS PHARMACY SHJ,57559,Private,81.00 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah,75868,ALPHA AL WAHDA PHARMACY LLC - SHJ,75868,Private,13.50 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Sharjah-Khorfakkan,1282,COUNTRY PHY-KHORFAKKAN,1282,Private,40.50 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Fujairah,10046,AL SAFEER PHARMACY - FUJAIRAH,10046,Private,13.50 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Fujairah,107481,AL HAJAR ALASWAD PHARMACY,107481,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Ajman,107072,ZIYAN PHARMACY  - AJMAN,107072,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Umm Al Quwain,60495,AL AFLAJ PHARMACY LLC -MED7,60495,Private,27.00 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Dubai Sales Off,Ras Al Khaima,78314,OXYGEN PHARMACY LLC,78314,Private,81.00 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Abudhabi Off,Abu Dhabi,370,CITY PHARMACY-AUH,370,Private,67.50 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Abudhabi Off,Abu Dhabi,85854,AL THIQA AL DOWALIAH PHARMACY-ABU D,85854,Private,81.00 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Abudhabi Off,Al Ain,8311,SUHAIL PHARMACY,8311,Private,-135.00 AED,-10.000 EA,,-10.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Abudhabi Off,Al Ain,43401,DEWAN PHARMACY AL-AIN,43401,Private,81.00 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350833,TENORMIN 25MG TAB OF 28,MPC Abudhabi Off,Al Ain,52595,MOTHER PHARMACY - AL AIN,52595,Private,40.50 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350855,ZESTRIL 5MG TAB 28(PNK),MPC Dubai Sales Off,Ajman,123713,DAR ELTEB PHARMACY L.L.C,123713,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350856,ZESTRIL 10MG TAB 28(PNK),MPC Dubai Sales Off,Deira Dubai,8624,AHLAM PHARMACY-DEIRA (DXB),8624,Private,53.18 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350856,ZESTRIL 10MG TAB 28(PNK),MPC Abudhabi Off,Abu Dhabi,69653,AL MUWAILIH PHARMACY - AUH,69653,Private,159.54 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350856,ZESTRIL 10MG TAB 28(PNK),MPC Abudhabi Off,Abu Dhabi,91563,AL WAHDA MEDICAL STORE,91563,Private,"5,318.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350861,ZOLADEX DEPOT 3.6mg INJ,MPC Dubai Sales Off,Deira Dubai,78278,BAIT AL BATTERJEE MEDICAL CO-SGH- D,78278,Private,"1,059.36 AED",2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350861,ZOLADEX DEPOT 3.6mg INJ,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"-3,178.08 AED",-6.000 EA,,-6.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350863,ZOLADEX LA DEPOT 10.8MG INJ,MPC Dubai Sales Off,Bur Dubai,1652,AL ZAHRA PHY-KARAMA(L.G),1652,Private,"1,773.04 AED",1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350863,ZOLADEX LA DEPOT 10.8MG INJ,MPC Dubai Sales Off,Bur Dubai,78483,HALA PHARMACY 15 LLC (L.G),78483,Private,"5,319.12 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Dubai,118795,LIFE PHARMACY 66 ( BR OF L.G),118795,Private,190.68 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Dubai,121177,LIFE PHARMACY L.L.C ( BRANCH ),121177,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Deira Dubai,78724,REAL 7 PHY BR.LAKE SIDE (L.G),78724,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,1274,BURJUMAN PHARMACY L.L.C (L.G),1274,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,77693,NEW MOTOR CITY PHARMACY-(L.G),77693,Private,190.68 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Dubai Sales Off,Bur Dubai,113098,LIFE PHARMACY 17 (L.G),113098,Private,127.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350865,ZOMIG 2.5MG TABS OF 3,MPC Abudhabi Off,Abu Dhabi,115436,LIFE PHARMACY LLC (L.G),115436,Private,190.68 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350866,ZOMIG 2.5MG TABS OF 6,MPC Dubai Sales Off,Deira Dubai,54951,AL JABRI PHARMACY DEIRA DXB,54951,Private,118.63 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350866,ZOMIG 2.5MG TABS OF 6,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,474.52 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350886,XIGDUO XR 5/500 OF 30'S,MPC Dubai Sales Off,Ras Al Khaima,78314,OXYGEN PHARMACY LLC,78314,Private,"2,841.24 AED",12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350888,XIGDUO XR 5/1000 OF 60'S,MPC Dubai Sales Off,Deira Dubai,1643,AL SAAH PHY-DEIRA,1643,Private,236.77 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350888,XIGDUO XR 5/1000 OF 60'S,MPC Dubai Sales Off,Ajman,1428,AL MADINA PHY-AJMAN,1428,Private,473.54 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350889,XIGDUO XR 10/1000 OF 30'S,MPC Dubai Sales Off,Ajman,111369,ELAJ MEDICAL CENTRE PHARMACY L.L.C,111369,Private,947.08 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350891,LYNPARZA 150MG OF 56(7X8),MPC Dubai Sales Off,Bur Dubai,46417,PRIME MEDICAL STORE LLC DUBAI,92948,Private,"23,749.08 AED",2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350891,LYNPARZA 150MG OF 56(7X8),MPC Dubai Sales Off,Bur Dubai,96642,LIFE PHARMACY 8 (L.G.),96642,Private,"23,749.08 AED",2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M350891,LYNPARZA 150MG OF 56(7X8),MPC Dubai Sales Off,Ras Al Khaima,78845,SHEIKH KHALIFA SPECIALITY HOSPITAL,78845,Institutional,"99,814.40 AED",10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M360001,ATACAND 4MG TABS OF 28'S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,40.94 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/26/2022,M360001,ATACAND 4MG TABS OF 28'S,MPC Dubai Sales Off,Fujairah,10046,AL SAFEER PHARMACY - FUJAIRAH,10046,Private,40.94 AED,1.000 EA,,1.000 EA
